movie_title,title_year,director_name,gross,budget,content_rating,language
Corky Romano ,2001.0,Rob Pritts,23978402.0,11000000.0,PG-13,English
Raising Cain ,1992.0,Brian De Palma,21370057.0,12000000.0,R,English
Invaders from Mars ,1986.0,Tobe Hooper,4884663.0,12000000.0,PG,English
Brooklyn ,2015.0,John Crowley,38317535.0,11000000.0,PG-13,English
Out Cold ,2001.0,Brendan Malloy,13903262.0,11000000.0,PG-13,English
The Ladies Man ,2000.0,Reginald Hudlin,13592872.0,11000000.0,R,English
Quartet ,2012.0,Dustin Hoffman,18381787.0,11000000.0,PG-13,English
Tomcats ,2001.0,Gregory Poirier,13558739.0,11000000.0,R,English
Frailty ,2001.0,Bill Paxton,13103828.0,11000000.0,R,English
Woman in Gold ,2015.0,Simon Curtis,33305037.0,11000000.0,PG-13,English
Kinsey ,2004.0,Bill Condon,10214647.0,11000000.0,R,English
Army of Darkness ,1992.0,Sam Raimi,11501093.0,13000000.0,R,English
Slackers ,2002.0,Dewey Nicks,4814244.0,11000000.0,R,English
What's Eating Gilbert Grape ,1993.0,Lasse Hallström,9170214.0,11000000.0,PG-13,English
The Visual Bible: The Gospel of John ,2003.0,Philip Saville,4068087.0,17000000.0,PG-13,English
Vera Drake ,2004.0,Mike Leigh,3753806.0,11000000.0,R,English
The Guru ,2002.0,Daisy von Scherler Mayer,3034181.0,11000000.0,R,English
The Perez Family ,1995.0,Mira Nair,2832826.0,11000000.0,R,English
Inside Llewyn Davis ,2013.0,Ethan Coen,13214255.0,11000000.0,R,English
O ,2001.0,Tim Blake Nelson,16017403.0,5000000.0,R,English
Return to the Blue Lagoon ,1991.0,William A. Graham,2807854.0,11000000.0,PG-13,English
Copying Beethoven ,2006.0,Agnieszka Holland,352786.0,11000000.0,PG-13,English
Poltergeist ,1982.0,Tobe Hooper,76600000.0,10700000.0,PG,English
Saw V ,2008.0,David Hackl,56729973.0,10800000.0,R,English
Jindabyne ,2006.0,Ray Lawrence,399879.0,15000000.0,R,English
Kabhi Alvida Naa Kehna ,2006.0,Karan Johar,3275443.0,700000000.0,R,Hindi
An Ideal Husband ,1999.0,Oliver Parker,18535191.0,14000000.0,PG-13,English
The Last Days on Mars ,2013.0,Ruairi Robinson,23838.0,7000000.0,R,English
Darkness ,2002.0,Jaume Balagueró,22160085.0,10600000.0,PG-13,English
2001: A Space Odyssey ,1968.0,Stanley Kubrick,56715371.0,12000000.0,G,English
E.T. the Extra-Terrestrial ,1982.0,Steven Spielberg,434949459.0,10500000.0,PG,English
In the Land of Women ,2007.0,Jon Kasdan,11043445.0,10000000.0,PG-13,English
There Goes My Baby ,1994.0,Floyd Mutrux,125169.0,10500000.0,R,English
September Dawn ,2007.0,Christopher Cain,1066555.0,11000000.0,R,
For Greater Glory: The True Story of Cristiada ,2012.0,Dean Wright,5669081.0,10818775.0,R,Spanish
Good Will Hunting ,1997.0,Gus Van Sant,138339411.0,10000000.0,R,English
Saw III ,2006.0,Darren Lynn Bousman,80150343.0,10000000.0,R,English
Stripes ,1981.0,Ivan Reitman,85300000.0,10000000.0,R,English
Bring It On ,2000.0,Peyton Reed,68353550.0,10000000.0,PG-13,English
The Purge: Election Year ,2016.0,James DeMonaco,78845130.0,10000000.0,R,English
She's All That ,1999.0,Robert Iscove,63319509.0,10000000.0,PG-13,English
Precious ,2009.0,Lee Daniels,47536959.0,10000000.0,R,English
Saw IV ,2007.0,Darren Lynn Bousman,63270259.0,10000000.0,R,English
White Noise ,2005.0,Geoffrey Sax,55865715.0,10000000.0,PG-13,English
Madea's Family Reunion ,2006.0,Tyler Perry,63231524.0,6000000.0,PG-13,English
The Color of Money ,1986.0,Martin Scorsese,52293982.0,13800000.0,R,English
The Mighty Ducks ,1992.0,Stephen Herek,50752337.0,10000000.0,PG,English
The Grudge ,2004.0,Takashi Shimizu,110175871.0,10000000.0,PG-13,English
Happy Gilmore ,1996.0,Dennis Dugan,38624000.0,12000000.0,PG-13,English
Jeepers Creepers ,2001.0,Victor Salva,37470017.0,10000000.0,R,English
Bill & Ted's Excellent Adventure ,1989.0,Stephen Herek,40485039.0,10000000.0,PG,English
Oliver! ,1968.0,Carol Reed,16800000.0,10000000.0,G,English
The Best Exotic Marigold Hotel ,2011.0,John Madden,46377022.0,10000000.0,PG-13,English
Recess: School's Out ,2001.0,Chuck Sheetz,36696761.0,23000000.0,G,English
Mad Max Beyond Thunderdome ,1985.0,George Miller,36200000.0,12305523.0,PG-13,English
The Boy ,2016.0,William Brent Bell,35794166.0,10000000.0,PG-13,English
Devil ,2010.0,John Erick Dowdle,33583175.0,10000000.0,PG-13,English
Friday After Next ,2002.0,Marcus Raboy,32983713.0,20000000.0,R,English
Insidious: Chapter 3 ,2015.0,Leigh Whannell,52200504.0,10000000.0,PG-13,English
The Last Dragon ,1985.0,Michael Schultz,33000000.0,10000000.0,PG-13,English
Snatch ,2000.0,Guy Ritchie,30093107.0,6000000.0,R,English
The Lawnmower Man ,1992.0,Brett Leonard,32101000.0,10000000.0,R,English
Nick and Norah's Infinite Playlist ,2008.0,Peter Sollett,31487293.0,9000000.0,PG-13,English
Dogma ,1999.0,Kevin Smith,30651422.0,10000000.0,R,English
The Banger Sisters ,2002.0,Bob Dolman,30306281.0,10000000.0,R,English
Twilight Zone: The Movie ,1983.0,Joe Dante,29500000.0,10000000.0,PG,English
Road House ,1989.0,Rowdy Herrington,30050028.0,17000000.0,R,English
A Low Down Dirty Shame ,1994.0,Keenen Ivory Wayans,29392418.0,10000000.0,R,English
Swimfan ,2002.0,John Polson,28563926.0,8500000.0,PG-13,English
Employee of the Month ,2006.0,Greg Coolidge,28435406.0,12000000.0,PG-13,English
Can't Hardly Wait ,1998.0,Harry Elfont,25339117.0,10000000.0,PG-13,English
The Outsiders ,1983.0,Francis Ford Coppola,25600000.0,10000000.0,PG-13,English
Sinister 2 ,2015.0,Ciarán Foy,27736779.0,10000000.0,R,English
Sparkle ,2012.0,Salim Akil,24397469.0,17000000.0,PG-13,English
Valentine ,2001.0,Jamie Blanks,20384136.0,10000000.0,R,English
The Fourth Kind ,2009.0,Olatunde Osunsanmi,25464480.0,10000000.0,PG-13,English
A Prairie Home Companion ,2006.0,Robert Altman,20338609.0,10000000.0,PG-13,English
Sugar Hill ,1993.0,Leon Ichaso,18272447.0,10000000.0,R,English
Rushmore ,1998.0,Wes Anderson,17096053.0,9000000.0,R,English
Skyline ,2010.0,Colin Strause,21371425.0,10000000.0,PG-13,English
The Second Best Exotic Marigold Hotel ,2015.0,John Madden,33071558.0,10000000.0,PG,English
Kit Kittredge: An American Girl ,2008.0,Patricia Rozema,17655201.0,10000000.0,G,English
The Perfect Man ,2005.0,Mark Rosman,16247775.0,25000000.0,PG,English
Mo' Better Blues ,1990.0,Spike Lee,16153600.0,10000000.0,R,English
Kung Pow: Enter the Fist ,2002.0,Steve Oedekerk,16033556.0,10000000.0,PG-13,English
Tremors ,1990.0,Ron Underwood,16667084.0,11000000.0,PG-13,English
Wrong Turn ,2003.0,Rob Schmidt,15417771.0,12600000.0,R,English
The Corruptor ,1999.0,James Foley,15156200.0,30000000.0,R,English
Mud ,2012.0,Jeff Nichols,21589307.0,10000000.0,PG-13,English
Reno 911!: Miami ,2007.0,Robert Ben Garant,20339754.0,10000000.0,R,English
One Direction: This Is Us ,2013.0,Morgan Spurlock,28873374.0,10000000.0,PG,English
Hey Arnold! The Movie ,2002.0,Tuck Tucker,13684949.0,3000000.0,PG,English
My Week with Marilyn ,2011.0,Simon Curtis,14597405.0,6400000.0,R,English
The Matador ,2005.0,Richard Shepard,12570442.0,10000000.0,R,English
Love Jones ,1997.0,Theodore Witcher,12514138.0,10000000.0,R,English
The Gift ,2015.0,Joel Edgerton,43771291.0,5000000.0,R,English
End of the Spear ,2005.0,Jim Hanon,11703287.0,10000000.0,PG-13,English
Get Over It ,2001.0,Tommy O'Haver,11560259.0,22000000.0,PG-13,English
Office Space ,1999.0,Mike Judge,10824921.0,10000000.0,R,English
Drop Dead Gorgeous ,1999.0,Michael Patrick Jann,10561238.0,10000000.0,PG-13,English
Big Eyes ,2014.0,Tim Burton,14479776.0,10000000.0,PG-13,English
Very Bad Things ,1998.0,Peter Berg,9801782.0,10000000.0,R,English
Sleepover ,2004.0,Joe Nussbaum,8070311.0,10000000.0,PG,English
MacGruber ,2010.0,Jorma Taccone,8460995.0,10000000.0,R,English
Dirty Pretty Things ,2002.0,Stephen Frears,8111360.0,10000000.0,R,English
Movie 43 ,2013.0,Elizabeth Banks,8828771.0,6000000.0,R,English
The Tourist ,2010.0,Florian Henckel von Donnersmarck,67631157.0,100000000.0,PG-13,English
Over Her Dead Body ,2008.0,Jeff Lowell,7563670.0,10000000.0,PG-13,English
Seeking a Friend for the End of the World ,2012.0,Lorene Scafaria,6619173.0,10000000.0,R,English
American History X ,1998.0,Tony Kaye,6712241.0,7500000.0,R,English
The Collection ,2012.0,Marcus Dunstan,6842058.0,10000000.0,R,English
Teacher's Pet ,2004.0,Timothy Björklund,6491350.0,10000000.0,PG,English
The Red Violin ,1998.0,François Girard,9473382.0,10000000.0,R,French
The Straight Story ,1999.0,David Lynch,6197866.0,10000000.0,G,English
Deuces Wild ,2002.0,Scott Kalvert,6044618.0,10000000.0,R,English
Bad Words ,2013.0,Jason Bateman,7764027.0,10000000.0,R,English
Black or White ,2014.0,Mike Binder,21569041.0,9000000.0,PG-13,English
On the Line ,2001.0,Eric Bross,4356743.0,16000000.0,PG,English
Rescue Dawn ,2006.0,Werner Herzog,5484375.0,10000000.0,PG-13,English
Danny Collins ,2015.0,Dan Fogelman,5348317.0,10000000.0,R,English
"Jeff, Who Lives at Home ",2011.0,Jay Duplass,4244155.0,10000000.0,R,English
I Am Love ,2009.0,Luca Guadagnino,5004648.0,10000000.0,R,Italian
Atlas Shrugged II: The Strike ,2012.0,John Putch,3333823.0,10000000.0,PG-13,English
Romeo Is Bleeding ,1993.0,Peter Medak,3275585.0,11500000.0,R,English
The Limey ,1999.0,Steven Soderbergh,3193102.0,9000000.0,R,English
Crash ,2004.0,Paul Haggis,54557348.0,6500000.0,R,English
The House of Mirth ,2000.0,Terence Davies,3041803.0,10000000.0,PG,English
Malone ,1987.0,Harley Cokeliss,3060858.0,10000000.0,R,English
Peaceful Warrior ,2006.0,Victor Salva,1055654.0,10000000.0,PG-13,English
Bucky Larson: Born to Be a Star ,2011.0,Tom Brady,2331318.0,10000000.0,R,English
Bamboozled ,2000.0,Spike Lee,2185266.0,10000000.0,R,English
The Forest ,2016.0,Jason Zada,26583369.0,10000000.0,PG-13,English
Sphinx ,1981.0,Franklin J. Schaffner,800000.0,14000000.0,PG,English
While We're Young ,2014.0,Noah Baumbach,7574066.0,10000000.0,R,English
A Better Life ,2011.0,Chris Weitz,1754319.0,10000000.0,PG-13,English
Spider ,2002.0,David Cronenberg,1641788.0,8000000.0,R,English
Gun Shy ,2000.0,Eric Blakeney,1631839.0,10000000.0,R,English
Nicholas Nickleby ,2002.0,Douglas McGrath,1309849.0,10000000.0,PG,English
The Iceman ,2012.0,Ariel Vromen,1939441.0,10000000.0,R,English
Cecil B. DeMented ,2000.0,John Waters,1276984.0,10000000.0,R,English
Killer Joe ,2011.0,William Friedkin,1987762.0,11000000.0,R,English
The Joneses ,2009.0,Derrick Borte,1474508.0,5000000.0,R,English
Owning Mahowny ,2003.0,Richard Kwietniowski,1011054.0,10000000.0,R,English
The Brothers Solomon ,2007.0,Bob Odenkirk,900926.0,10000000.0,R,English
My Blueberry Nights ,2007.0,Kar-Wai Wong,866778.0,10000000.0,PG-13,English
Swept Away ,2002.0,Guy Ritchie,598645.0,10000000.0,R,English
"War, Inc. ",2008.0,Joshua Seftel,578527.0,10000000.0,R,English
Shaolin Soccer ,2001.0,Stephen Chow,488872.0,10000000.0,PG,Cantonese
Rosewater ,2014.0,Jon Stewart,3093491.0,5000000.0,R,English
Imaginary Heroes ,2004.0,Dan Harris,228524.0,4000000.0,R,English
High Heels and Low Lifes ,2001.0,Mel Smith,226792.0,10000000.0,R,English
Severance ,2006.0,Christopher Smith,136432.0,5000000.0,R,English
Edmond ,2005.0,Stuart Gordon,131617.0,10000000.0,R,English
Police Academy: Mission to Moscow ,1994.0,Alan Metter,126247.0,6200000.0,PG,English
"Cinco de Mayo, La Batalla ",2013.0,Rafa Lara,169379.0,10000000.0,R,Spanish
An Alan Smithee Film: Burn Hollywood Burn ,1997.0,Arthur Hiller,15447.0,10000000.0,R,English
The Open Road ,2009.0,Michael Meredith,19348.0,10000000.0,PG-13,English
The Good Guy ,2009.0,Julio DePietro,100503.0,8000000.0,R,English
Motherhood ,2009.0,Katherine Dieckmann,92900.0,5000000.0,PG-13,English
Blonde Ambition ,2007.0,Scott Marshall,5561.0,10000000.0,PG-13,English
The Oxford Murders ,2008.0,Álex de la Iglesia,3607.0,10000000.0,R,English
Eulogy ,2004.0,Michael Clancy,70527.0,6500000.0,R,English
"The Good, the Bad, the Weird ",2008.0,Jee-woon Kim,128486.0,10000000.0,R,Korean
The Lost City ,2005.0,Andy Garcia,2483955.0,9600000.0,R,English
Next Friday ,2000.0,Steve Carr,57176582.0,9500000.0,R,English
You Only Live Twice ,1967.0,Lewis Gilbert,43100000.0,9500000.0,G,English
Amour ,2012.0,Michael Haneke,225377.0,8900000.0,PG-13,French
Poltergeist III ,1988.0,Gary Sherman,14114488.0,10500000.0,PG-13,English
"It's a Mad, Mad, Mad, Mad World ",1963.0,Stanley Kramer,46300000.0,9400000.0,G,English
Richard III ,1995.0,Richard Loncraine,2600000.0,6000000.0,R,English
Melancholia ,2011.0,Lars von Trier,3029870.0,7400000.0,R,English
Alien ,1979.0,Ridley Scott,78900000.0,11000000.0,R,English
The Texas Chain Saw Massacre ,1974.0,Tobe Hooper,30859000.0,83532.0,R,English
The Runaways ,2010.0,Floria Sigismondi,3571735.0,10000000.0,R,English
Fiddler on the Roof ,1971.0,Norman Jewison,50000000.0,9000000.0,G,English
Thunderball ,1965.0,Terence Young,63600000.0,9000000.0,G,English
Set It Off ,1996.0,F. Gary Gray,36049108.0,9000000.0,R,English
The Best Man ,1999.0,Malcolm D. Lee,34074895.0,9000000.0,R,English
Child's Play ,1988.0,Tom Holland,33244684.0,9000000.0,R,English
Sicko ,2007.0,Michael Moore,24530513.0,9000000.0,PG-13,English
The Purge: Anarchy ,2014.0,James DeMonaco,71519230.0,9000000.0,R,English
Down to You ,2000.0,Kris Isacsson,20035310.0,9000000.0,PG-13,English
Harold & Kumar Go to White Castle ,2004.0,Danny Leiner,18225165.0,9000000.0,R,English
The Contender ,2000.0,Rod Lurie,17804273.0,20000000.0,R,English
Boiler Room ,2000.0,Ben Younger,16938179.0,8000000.0,R,English
Black Christmas ,2006.0,Glen Morgan,16235293.0,9000000.0,R,English
Henry V ,1989.0,Kenneth Branagh,10161099.0,9000000.0,PG-13,English
The Way of the Gun ,2000.0,Christopher McQuarrie,6047856.0,8500000.0,R,English
Igby Goes Down ,2002.0,Burr Steers,4681503.0,9000000.0,R,English
PCU ,1994.0,Hart Bochner,4350774.0,8000000.0,PG-13,English
Gracie ,2007.0,Davis Guggenheim,2955039.0,9000000.0,PG-13,English
Trust the Man ,2005.0,Bart Freundlich,1530535.0,9000000.0,R,English
Hamlet 2 ,2008.0,Andrew Fleming,4881867.0,9000000.0,R,English
Glee: The 3D Concert Movie ,2011.0,Kevin Tancharoen,11860839.0,9000000.0,PG,English
The Legend of Suriyothai ,2001.0,Chatrichalerm Yukol,454255.0,400000000.0,R,Thai
Two Evil Eyes ,1990.0,Dario Argento,349618.0,9000000.0,R,English
All or Nothing ,2002.0,Mike Leigh,112935.0,9000000.0,R,English
Princess Kaiulani ,2009.0,Marc Forby,883887.0,9000000.0,PG,English
Opal Dream ,2006.0,Peter Cattaneo,13751.0,11400000.0,PG,English
Undiscovered ,2005.0,Meiert Avis,1046166.0,9000000.0,PG-13,English
Crocodile Dundee ,1986.0,Peter Faiman,174635000.0,8800000.0,PG-13,English
Awake ,2007.0,Joby Harold,14373825.0,8600000.0,R,English
Skin Trade ,2014.0,Ekachai Uekrongtham,162.0,9000000.0,R,English
Crazy Heart ,2009.0,Scott Cooper,39462438.0,7000000.0,R,English
The Rose ,1979.0,Mark Rydell,29200000.0,8500000.0,R,English
Baggage Claim ,2013.0,David E. Talbert,21564616.0,8500000.0,PG-13,English
Election ,1999.0,Alexander Payne,14879556.0,8000000.0,R,English
The DUFF ,2015.0,Ari Sandel,34017854.0,8500000.0,PG-13,English
Glitter ,2001.0,Vondie Curtis-Hall,4273372.0,22000000.0,PG-13,English
Bright Star ,2009.0,Jane Campion,4440055.0,8500000.0,PG,English
My Name Is Khan ,2010.0,Karan Johar,4018695.0,12000000.0,PG-13,Hindi
Footloose ,1984.0,Herbert Ross,80000000.0,8200000.0,PG,English
All Is Lost ,2013.0,J.C. Chandor,6262942.0,9000000.0,PG-13,English
Limbo ,1999.0,John Sayles,1997807.0,8000000.0,R,English
The Karate Kid ,1984.0,John G. Avildsen,90800000.0,8000000.0,PG,English
Repo! The Genetic Opera ,2008.0,Darren Lynn Bousman,140244.0,8500000.0,R,English
Pulp Fiction ,1994.0,Quentin Tarantino,107930000.0,8000000.0,R,English
Nightcrawler ,2014.0,Dan Gilroy,32279955.0,8500000.0,R,English
Club Dread ,2004.0,Jay Chandrasekhar,4992159.0,8550000.0,R,English
The Sound of Music ,1965.0,Robert Wise,163214286.0,8200000.0,G,English
Splash ,1984.0,Ron Howard,69800000.0,8000000.0,PG,English
Little Miss Sunshine ,2006.0,Jonathan Dayton,59889948.0,8000000.0,R,English
Stand by Me ,1986.0,Rob Reiner,52287414.0,8000000.0,R,English
28 Days Later... ,2002.0,Danny Boyle,45063889.0,8000000.0,R,English
You Got Served ,2004.0,Chris Stokes,40066497.0,8000000.0,PG-13,English
Escape from Alcatraz ,1979.0,Don Siegel,36500000.0,8000000.0,PG,English
Brown Sugar ,2002.0,Rick Famuyiwa,27362712.0,8000000.0,PG-13,English
A Thin Line Between Love and Hate ,1996.0,Martin Lawrence,34746109.0,8000000.0,R,English
50/50 ,2011.0,Jonathan Levine,34963967.0,8000000.0,R,English
Shutter ,2008.0,Masayuki Ochiai,25926543.0,8000000.0,PG-13,English
That Awkward Moment ,2014.0,Tom Gormican,26049082.0,8000000.0,R,English
Much Ado About Nothing ,1993.0,Kenneth Branagh,22551000.0,8000000.0,PG-13,English
On Her Majesty's Secret Service ,1969.0,Peter R. Hunt,22800000.0,7000000.0,PG,English
New Nightmare ,1994.0,Wes Craven,18090181.0,8000000.0,R,English
Drive Me Crazy ,1999.0,John Schultz,17843379.0,8000000.0,PG-13,English
Half Baked ,1998.0,Tamra Davis,17278980.0,8000000.0,R,English
New in Town ,2009.0,Jonas Elmer,16699684.0,8000000.0,PG,English
Syriana ,2005.0,Stephen Gaghan,50815288.0,50000000.0,R,English
American Psycho ,2000.0,Mary Harron,15047419.0,7000000.0,R,English
The Good Girl ,2002.0,Miguel Arteta,14015786.0,5000000.0,R,English
The Boondock Saints II: All Saints Day ,2009.0,Troy Duffy,10269307.0,8000000.0,R,English
Enough Said ,2013.0,Nicole Holofcener,17536788.0,8000000.0,PG-13,English
Easy A ,2010.0,Will Gluck,58401464.0,8000000.0,PG-13,English
Shadow of the Vampire ,2000.0,E. Elias Merhige,8279017.0,8000000.0,R,English
Prom ,2011.0,Joe Nussbaum,10106233.0,8000000.0,PG,English
Held Up ,1999.0,Steve Rash,4692814.0,8000000.0,PG-13,English
Woman on Top ,2000.0,Fina Torres,5018450.0,8000000.0,R,English
Anomalisa ,2015.0,Duke Johnson,3442820.0,8000000.0,R,English
Another Year ,2010.0,Mike Leigh,3205244.0,10000000.0,PG-13,English
8 Women ,2002.0,François Ozon,3076425.0,8000000.0,R,French
Showdown in Little Tokyo ,1991.0,Mark L. Lester,2275557.0,8000000.0,R,English
Clay Pigeons ,1998.0,David Dobkin,1789892.0,8000000.0,R,English
It's Kind of a Funny Story ,2010.0,Anna Boden,6350058.0,8000000.0,PG-13,English
Made in Dagenham ,2010.0,Nigel Cole,1094798.0,7200000.0,R,English
When Did You Last See Your Father? ,2007.0,Anand Tucker,1071240.0,8000000.0,PG-13,English
Prefontaine ,1997.0,Steve James,532190.0,8000000.0,PG-13,English
Begin Again ,2013.0,John Carney,16168741.0,8000000.0,R,English
Down in the Valley ,2005.0,David Jacobson,568695.0,8000000.0,R,English
Brooklyn Rules ,2007.0,Michael Corrente,398420.0,8000000.0,R,English
The Singing Detective ,2003.0,Keith Gordon,336456.0,8000000.0,R,English
Fido ,2006.0,Andrew Currie,298110.0,8000000.0,R,English
The Wendell Baker Story ,2005.0,Andrew Wilson,127144.0,8000000.0,PG-13,English
Wild Target ,2010.0,Jonathan Lynn,117190.0,8000000.0,PG-13,English
Pathology ,2008.0,Marc Schölermann,108662.0,8000000.0,R,English
10th & Wolf ,2006.0,Robert Moresco,53481.0,8000000.0,R,English
Aloft ,2014.0,Claudia Llosa,52961.0,8000000.0,R,English
Akira ,1988.0,Katsuhiro Ôtomo,439162.0,1100000000.0,R,Japanese
Imagine Me & You ,2005.0,Ol Parker,671240.0,7900000.0,R,English
The Blood of Heroes ,1989.0,David Webb Peoples,882290.0,10000000.0,R,English
Driving Miss Daisy ,1989.0,Bruce Beresford,106593296.0,7500000.0,PG,English
Soul Food ,1997.0,George Tillman Jr.,43490057.0,7500000.0,R,English
Rumble in the Bronx ,1995.0,Stanley Tong,32333860.0,7500000.0,R,Cantonese
Thank You for Smoking ,2005.0,Jason Reitman,24792061.0,6500000.0,R,English
Hostel: Part II ,2007.0,Eli Roth,17544812.0,10000000.0,R,English
An Education ,2009.0,Lone Scherfig,12574715.0,4500000.0,PG-13,English
The Hotel New Hampshire ,1984.0,Tony Richardson,5100000.0,7500000.0,R,English
Narc ,2002.0,Joe Carnahan,10460089.0,7500000.0,R,English
Men with Brooms ,2002.0,Paul Gross,4239767.0,7500000.0,R,English
Witless Protection ,2008.0,Charles Robert Carner,4131640.0,7500000.0,PG-13,English
The Work and the Glory ,2004.0,Russell Holt,3347439.0,7500000.0,PG,English
Extract ,2009.0,Mike Judge,10814185.0,8000000.0,R,English
Code 46 ,2003.0,Michael Winterbottom,197148.0,7500000.0,R,English
Crash ,2004.0,Paul Haggis,54557348.0,6500000.0,R,English
Albert Nobbs ,2011.0,Rodrigo García,3014541.0,8000000.0,R,English
Persepolis ,2007.0,Vincent Paronnaud,4443403.0,7300000.0,PG-13,French
The Neon Demon ,2016.0,Nicolas Winding Refn,1330827.0,7000000.0,R,English
Harry Brown ,2009.0,Daniel Barber,1818681.0,7300000.0,R,English
Spider-Man 3 ,2007.0,Sam Raimi,336530303.0,258000000.0,PG-13,English
The Omega Code ,1999.0,Robert Marcarelli,12610552.0,7500000.0,PG-13,English
Juno ,2007.0,Jason Reitman,143492840.0,7500000.0,PG-13,English
Diamonds Are Forever ,1971.0,Guy Hamilton,43800000.0,7200000.0,PG,English
The Godfather ,1972.0,Francis Ford Coppola,134821952.0,6000000.0,R,English
Flashdance ,1983.0,Adrian Lyne,94900000.0,4000000.0,R,English
500 Days of Summer ,2009.0,Marc Webb,32391374.0,7500000.0,PG-13,English
The Piano ,1993.0,Jane Campion,40158000.0,7000000.0,R,English
Magic Mike ,2012.0,Steven Soderbergh,113709992.0,7000000.0,R,English
Darkness Falls ,2003.0,Jonathan Liebesman,32131483.0,11000000.0,PG-13,English
Live and Let Die ,1973.0,Guy Hamilton,35400000.0,7000000.0,PG,English
My Dog Skip ,2000.0,Jay Russell,34099640.0,5000000.0,PG,English
Jumping the Broom ,2011.0,Salim Akil,37295394.0,6600000.0,PG-13,English
The Great Gatsby ,2013.0,Baz Luhrmann,144812796.0,105000000.0,PG-13,English
"Good Night, and Good Luck. ",2005.0,George Clooney,31501218.0,7500000.0,PG,English
Capote ,2005.0,Bennett Miller,28747570.0,7000000.0,R,English
Desperado ,1995.0,Robert Rodriguez,25625110.0,7000000.0,R,English
The Claim ,2000.0,Michael Winterbottom,403932.0,20000000.0,R,English
Logan's Run ,1976.0,Michael Anderson,25000000.0,9000000.0,PG,English
The Man with the Golden Gun ,1974.0,Guy Hamilton,21000000.0,13000000.0,PG,English
Action Jackson ,1988.0,Craig R. Baxley,20257000.0,7000000.0,R,English
The Descent ,2005.0,Neil Marshall,26005908.0,3500000.0,R,English
Devil's Due ,2014.0,Matt Bettinelli-Olpin,15818967.0,7000000.0,R,English
Flirting with Disaster ,1996.0,David O. Russell,14891000.0,7000000.0,R,English
The Devil's Rejects ,2005.0,Rob Zombie,16901126.0,7000000.0,R,English
Dope ,2015.0,Rick Famuyiwa,17474107.0,7000000.0,R,English
In Too Deep ,1999.0,Michael Rymer,14003141.0,7000000.0,R,English
Skyfall ,2012.0,Sam Mendes,304360277.0,200000000.0,PG-13,English
House of 1000 Corpses ,2003.0,Rob Zombie,12583510.0,7000000.0,R,English
A Serious Man ,2009.0,Ethan Coen,9190525.0,7000000.0,R,English
Get Low ,2009.0,Aaron Schneider,9176553.0,7500000.0,PG-13,English
Warlock ,1989.0,Steve Miner,9094451.0,7000000.0,R,English
Beyond the Lights ,2014.0,Gina Prince-Bythewood,14612840.0,7000000.0,PG-13,English
A Single Man ,2009.0,Tom Ford,9166863.0,7000000.0,R,English
The Last Temptation of Christ ,1988.0,Martin Scorsese,8373585.0,7000000.0,R,English
Outside Providence ,1999.0,Michael Corrente,7292175.0,7000000.0,R,English
Bride & Prejudice ,2004.0,Gurinder Chadha,6601079.0,7000000.0,PG-13,English
Rabbit-Proof Fence ,2002.0,Phillip Noyce,6165429.0,6000000.0,PG,Aboriginal
Who's Your Caddy? ,2007.0,Don Michael Paul,5694308.0,7000000.0,PG-13,English
Split Second ,1992.0,Tony Maylam,5430822.0,7000000.0,R,English
The Other Side of Heaven ,2001.0,Mitch Davis,4720371.0,7000000.0,PG,English
Redbelt ,2008.0,David Mamet,2344847.0,7000000.0,R,English
Cyrus ,2010.0,Jay Duplass,7455447.0,7000000.0,R,English
A Dog of Flanders ,1999.0,Kevin Brodie,2148212.0,7000000.0,PG,English
Auto Focus ,2002.0,Paul Schrader,2062066.0,7000000.0,R,English
Factory Girl ,2006.0,George Hickenlooper,1654367.0,7000000.0,R,English
We Need to Talk About Kevin ,2011.0,Lynne Ramsay,1738692.0,7000000.0,R,English
The Mighty Macs ,2009.0,Tim Chambers,1889522.0,7000000.0,G,English
Mother and Child ,2009.0,Rodrigo García,1110286.0,4825000.0,R,English
March or Die ,1977.0,Dick Richards,1000000.0,9000000.0,PG,English
Les visiteurs ,1993.0,Jean-Marie Poiré,700000.0,50000000.0,R,French
Somewhere ,2010.0,Sofia Coppola,1768416.0,7000000.0,R,English
Chairman of the Board ,1998.0,Alex Zamm,306715.0,10000000.0,PG-13,English
Hesher ,2010.0,Spencer Susser,382946.0,7000000.0,R,English
Gerry ,2002.0,Gus Van Sant,236266.0,3500000.0,R,English
The Heart of Me ,2002.0,Thaddeus O'Sullivan,196067.0,7000000.0,R,English
Freeheld ,2015.0,Peter Sollett,532988.0,7000000.0,PG-13,English
The Extra Man ,2010.0,Shari Springer Berman,453079.0,7000000.0,R,English
Ca$h ,2010.0,Stephen Milburn Anderson,46451.0,7000000.0,R,English
Wah-Wah ,2005.0,Richard E. Grant,233103.0,7000000.0,R,English
Pale Rider ,1985.0,Clint Eastwood,41400000.0,6900000.0,R,English
Dazed and Confused ,1993.0,Richard Linklater,7993039.0,6900000.0,R,English
The Chumscrubber ,2005.0,Arie Posin,49526.0,6800000.0,R,English
Shade ,2003.0,Damian Nieman,10696.0,6800000.0,R,English
House at the End of the Street ,2012.0,Mark Tonderai,31607598.0,6900000.0,PG-13,English
Incendies ,2010.0,Denis Villeneuve,6857096.0,6800000.0,R,French
